dex,name,type1,type2,area,how_obtained,source_url
699,Aurorus,Rock,Ice,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Befriend by building habitat: Tundra fossil display (Common),https://www.serebii.net/pokemonpokopia/pokedex/aurorus.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
133,Eevee,Normal,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Befriend by building habitat: Pretty flower bed (Common),https://www.serebii.net/pokemonpokopia/pokedex/eevee.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
134,Vaporeon,Water,,Palette Town; Cloud Island,Befriend by building habitat: Boundless blue beverage (Common),https://www.serebii.net/pokemonpokopia/pokedex/vaporeon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
135,Jolteon,Electric,,Palette Town; Cloud Island,Befriend by building habitat: Electrifying potatoes (Common),https://www.serebii.net/pokemonpokopia/pokedex/jolteon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
136,Flareon,Fire,,Palette Town; Cloud Island,Befriend by building habitat: Burning-hot spice (Common),https://www.serebii.net/pokemonpokopia/pokedex/flareon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
196,Espeon,Psychic,,Palette Town; Cloud Island,Befriend by building habitat: Elegant daytime treats (Common),https://www.serebii.net/pokemonpokopia/pokedex/espeon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
197,Umbreon,Dark,,Palette Town; Cloud Island,Befriend by building habitat: Dark-chocolate cookies (Common),https://www.serebii.net/pokemonpokopia/pokedex/umbreon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
470,Leafeon,Grass,,Palette Town; Cloud Island,Befriend by building habitat: Leafy greens sandwich (Common),https://www.serebii.net/pokemonpokopia/pokedex/leafeon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
471,Glaceon,Ice,,Palette Town; Cloud Island,Befriend by building habitat: Chilly shaved ice (Common),https://www.serebii.net/pokemonpokopia/pokedex/glaceon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
700,Sylveon,Fairy,,Palette Town; Cloud Island,Befriend by building habitat: Lovely ribbon cake (Common),https://www.serebii.net/pokemonpokopia/pokedex/sylveon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
382,Kyogre,Water,,Withered Wastelands; Palette Town,Legendary: story encounter while progressing the Withered Wastelands storyline; can be met again in Withered Wastelands or Palette Town (Game8).,https://www.serebii.net/pokemonpokopia/pokedex/kyogre.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
243,Raikou,Electric,,Bleak Beach; Dream Islands,Legendary: story encounter while progressing the Bleak Beach storyline; afterwards met again on a Dream Island unlocked with a Pikachu Doll (Game8; Nintendo Life: found via Pikachu Doll).,https://www.serebii.net/pokemonpokopia/pokedex/raikou.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
244,Entei,Fire,,Dream Islands,Legendary: encountered randomly on a Dream Island unlocked with an Arcanine Doll (Game8; Nintendo Life).,https://www.serebii.net/pokemonpokopia/pokedex/entei.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
245,Suicune,Water,,Dream Islands,Legendary: encountered randomly on a Dream Island unlocked with an Eevee Doll (Game8; Nintendo Life).,https://www.serebii.net/pokemonpokopia/pokedex/suicune.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
721,Volcanion,Fire,Water,Rocky Ridges,Legendary: story encounter while progressing the Rocky Ridges storyline; afterwards invite it into a home by throwing a party using Fireworks (Game8; Nintendo Life: throw a party at Rocky Ridges).,https://www.serebii.net/pokemonpokopia/pokedex/volcanion.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
144,Articuno,Ice,Flying,Palette Town,Legendary: acquire the Freezing Chambers kit and build the structure in Palette Town (Game8; Nintendo Life: must build Frozen Chambers).,https://www.serebii.net/pokemonpokopia/pokedex/articuno.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
145,Zapdos,Electric,Flying,Palette Town,Legendary: acquire the Abandoned Power Plant kit and build the structure in Palette Town (Game8; Nintendo Life).,https://www.serebii.net/pokemonpokopia/pokedex/zapdos.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
146,Moltres,Fire,Flying,Palette Town,Legendary: acquire the Altar of Flame kit and build the structure in Palette Town (Game8; Nintendo Life).,https://www.serebii.net/pokemonpokopia/pokedex/moltres.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
249,Lugia,Psychic,Flying,,"Legendary: befriend all three Legendary Birds (Articuno, Zapdos, Moltres), then summon Lugia with the Sea Bell (Game8) / Tidal Bell (Nintendo Life).",https://www.serebii.net/pokemonpokopia/pokedex/lugia.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
250,Ho-Oh,Fire,Flying,,"Legendary: befriend all three Legendary Beasts (Raikou, Entei, Suicune), then summon Ho-Oh with the Transparent Bell (Game8) / Clear Bell (Nintendo Life).",https://www.serebii.net/pokemonpokopia/pokedex/ho-oh.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
150,Mewtwo,Psychic,,Sparkling Skylands; Dream Islands,Legendary: story encounter while progressing the Sparkling Skylands storyline; afterwards met on a Dream Island unlocked with a Dragonite Doll (Game8; Nintendo Life).,https://www.serebii.net/pokemonpokopia/pokedex/mewtwo.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
151,Mew,Psychic,,Withered Wastelands,Mythical: collect all 27 Mysterious Slates and place them on the wall in Withered Wastelands (Game8; Nintendo Life: Mysterious Slate puzzle).,https://www.serebii.net/pokemonpokopia/pokedex/mew.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
90,Shellder,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Basin tall grass and coral (Common); Sandy digging spot (Common),https://www.serebii.net/pokemonpokopia/pokedex/shellder.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
91,Cloyster,Water,Ice,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Swaying flower bed and seaweed (Common),https://www.serebii.net/pokemonpokopia/pokedex/cloyster.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
116,Horsea,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Coral congregation (Common),https://www.serebii.net/pokemonpokopia/pokedex/horsea.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
117,Seadra,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Coral congregation (Common),https://www.serebii.net/pokemonpokopia/pokedex/seadra.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
230,Kingdra,Water,Dragon,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Coral congregation (Very Rare); Marine makeup stand (Rare),https://www.serebii.net/pokemonpokopia/pokedex/kingdra.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
120,Staryu,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Swaying flower bed (Common). Restrictions: Swaying flower bed [time: Night],https://www.serebii.net/pokemonpokopia/pokedex/staryu.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
121,Starmie,Water,Psychic,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Mermaid's Gym (Rare),https://www.serebii.net/pokemonpokopia/pokedex/starmie.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
158,Totodile,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Basin tall grass (Common); Canoe dock (Common); Bubbly bathtub (Common),https://www.serebii.net/pokemonpokopia/pokedex/totodile.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
159,Croconaw,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Chimney rocks dig site (Common); Canoe dock (Common),https://www.serebii.net/pokemonpokopia/pokedex/croconaw.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
160,Feraligatr,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Basin tall grass (Very Rare); Biteable punching bag (Rare),https://www.serebii.net/pokemonpokopia/pokedex/feraligatr.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
170,Chinchou,Water,Electric,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Fluffy relaxation (Common),https://www.serebii.net/pokemonpokopia/pokedex/chinchou.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
171,Lanturn,Water,Electric,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Nostalgia zone (Rare),https://www.serebii.net/pokemonpokopia/pokedex/lanturn.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
222,Corsola,Water,Rock,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Basin tall grass and coral (Common); Coral congregation (Rare),https://www.serebii.net/pokemonpokopia/pokedex/corsola.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
258,Mudkip,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Basin tall grass (Common); Fluffy relaxation (Common),https://www.serebii.net/pokemonpokopia/pokedex/mudkip.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
259,Marshtomp,Water,Ground,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Creepy chimney rocks (Rare); Muddy playtime (Common),https://www.serebii.net/pokemonpokopia/pokedex/marshtomp.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
260,Swampert,Water,Ground,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Basin tall grass and coral (Very Rare); Muddy spa (Rare),https://www.serebii.net/pokemonpokopia/pokedex/swampert.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
318,Carvanha,Water,Dark,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Seaweed and netting (Common),https://www.serebii.net/pokemonpokopia/pokedex/carvanha.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
319,Sharpedo,Water,Dark,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Chimney rocks dig site (Common),https://www.serebii.net/pokemonpokopia/pokedex/sharpedo.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
339,Barboach,Water,Ground,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Sandy speech (Common); Ocean rest spot (Common); Muddy playtime (Common),https://www.serebii.net/pokemonpokopia/pokedex/barboach.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
340,Whiscash,Water,Ground,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Gorgeous Sleeping Area (Rare),https://www.serebii.net/pokemonpokopia/pokedex/whiscash.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
341,Corphish,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Sandy basin tall grass (Common); Sandy digging spot (Common),https://www.serebii.net/pokemonpokopia/pokedex/corphish.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
342,Crawdaunt,Water,Dark,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Sandy digging spot (Rare),https://www.serebii.net/pokemonpokopia/pokedex/crawdaunt.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
370,Luvdisc,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Swaying flower bed and coral (Common); Treasure chest and sparkling jewels (Common); Fluffy relaxation (Common),https://www.serebii.net/pokemonpokopia/pokedex/luvdisc.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
418,Buizel,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Basin tall grass (Rare); Smoothie-making spot (Common),https://www.serebii.net/pokemonpokopia/pokedex/buizel.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
419,Floatzel,Water,,Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Marine shop (Common),https://www.serebii.net/pokemonpokopia/pokedex/floatzel.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
456,Finneon,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Swaying flower bed (Rare); Marine mossy rest spot (Common),https://www.serebii.net/pokemonpokopia/pokedex/finneon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
457,Lumineon,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Swaying flower bed and seaweed (Rare); Marine mossy rest spot (Rare),https://www.serebii.net/pokemonpokopia/pokedex/lumineon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
592,Frillish (Male),Water,Ghost,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Playing sailor (Common); Ocean treasures (Common),https://www.serebii.net/pokemonpokopia/pokedex/frillishmaleform.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
593,Jellicent (Male),Water,Ghost,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Marine teatime (Rare),https://www.serebii.net/pokemonpokopia/pokedex/jellicentmaleform.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
594,Alomomola,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Ocean treasures (Rare),https://www.serebii.net/pokemonpokopia/pokedex/alomomola.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
618,Stunfisk,Ground,Electric,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Swaying flower bed (Common); Seaweed and netting (Rare),https://www.serebii.net/pokemonpokopia/pokedex/stunfisk.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
686,Inkay,Dark,Psychic,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Muddy playtime (Rare),https://www.serebii.net/pokemonpokopia/pokedex/inkay.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
687,Malamar,Dark,Psychic,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Topsy-turvy (Rare),https://www.serebii.net/pokemonpokopia/pokedex/malamar.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
728,Popplio,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Swaying flower bed (Common); Bubbly stage (Common),https://www.serebii.net/pokemonpokopia/pokedex/popplio.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
729,Brionne,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Bubbly stage (Rare),https://www.serebii.net/pokemonpokopia/pokedex/brionne.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
730,Primarina,Water,Fairy,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Elegant concert (Rare),https://www.serebii.net/pokemonpokopia/pokedex/primarina.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
747,Mareanie,Poison,Water,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Swaying flower bed and coral (Common),https://www.serebii.net/pokemonpokopia/pokedex/mareanie.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
748,Toxapex,Poison,Water,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Treasure chest and sparkling jewels (Rare),https://www.serebii.net/pokemonpokopia/pokedex/toxapex.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
767,Wimpod,Bug,Water,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Discarded treasure (Common),https://www.serebii.net/pokemonpokopia/pokedex/wimpod.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
768,Golisopod,Bug,Water,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Swaying flower bed and coral (Very Rare); Discarded treasure (Rare),https://www.serebii.net/pokemonpokopia/pokedex/golisopod.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
779,Bruxish,Water,Psychic,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Molten mossy rest spot (Common),https://www.serebii.net/pokemonpokopia/pokedex/bruxish.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
781,Dhelmise,Ghost,Grass,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Playing sailor (Rare),https://www.serebii.net/pokemonpokopia/pokedex/dhelmise.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
