pokopia_dex,category,pokopia_no,national_dex,name,species,form,serebii_name,type1,type2,area,habitats,habitat_areas,habitat_rarity,habitat_time,habitat_weather,nl_habitat_requirements,nl_time,nl_weather,specialties,ideal_habitat,favorites,underwater,classification,how_obtained,source_url
Main #028,Main,28,82,Magneton,Magneton,,Magneton,Electric,Steel,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Trash can central | Mini Game Corner,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Mini Game Corner - Arcade Machine x1, Seat (any) x1, Punching Game x1 | Trash Can Central  Garbage Bin x4",All day,All weather,Generate,Bright,"Electronics, Metal stuff, Shiny stuff, Gatherings, Group Activities, Bitter flavors",No,Magnet Pokémon,Befriend by building habitat: Trash can central (Rare); Mini Game Corner (Common),https://www.serebii.net/pokemonpokopia/pokedex/magneton.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #029,Main,29,462,Magnezone,Magnezone,,Magnezone,Electric,Steel,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Trash can central | Mini Game Corner,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Very Rare | Rare,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Mini Game Corner - Arcade Machine x1, Seat (any) x1, Punching Game x1 | Trash Can Central  Garbage Bin x4",All day,All weather,"Generate, Recycle",Bright,"Electronics, Metal stuff, Luxury, Gatherings, Hard stuff, Bitter flavors",No,Magnet Area Pokémon,Befriend by building habitat: Trash can central (Very Rare); Mini Game Corner (Rare),https://www.serebii.net/pokemonpokopia/pokedex/magnezone.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #030,Main,30,95,Onix,Onix,,Onix,Rock,Ground,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Smooth tall grass,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Smooth Tall Grass - Dry Tall Grass x4, Smooth Rock x1",All day,All weather,"Crush, Bulldoze",Dry,"Stone stuff, Lots of dirt, Blocky stuff, Slender objects, Exercise, Dry flavors",No,Rock Snake Pokémon,Befriend by building habitat: Smooth tall grass (Common),https://www.serebii.net/pokemonpokopia/pokedex/onix.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #031,Main,31,208,Steelix,Steelix,,Steelix,Steel,Ground,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Clink-clang iron construction,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Clink-clang Iron Construction - Iron beam or column x3, Wheelbarrow x1, Sandbags x1, Excavation Tools x1",All day,All weather,"Crush, Bulldoze",Dry,"Metal stuff, Lots of dirt, Stone stuff, Slender objects, Hard stuff, Sour flavors",No,Iron Snake Pokémon,Befriend by building habitat: Clink-clang iron construction (Common),https://www.serebii.net/pokemonpokopia/pokedex/steelix.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #032,Main,32,104,Cubone,Cubone,,Cubone,Ground,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Grave with flowers,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Grave with Flowers - Wildflowers x1, Gravestone x1",All day,All weather,Build,Dry,"Lots of dirt, Construction, Exercise, Slender objects, Group Activities, Bitter flavors",No,Lonely Pokémon,Befriend by building habitat: Grave with flowers (Common),https://www.serebii.net/pokemonpokopia/pokedex/cubone.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #033,Main,33,105,Marowak,Marowak,,Marowak,Ground,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Grave with flowers,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Grave with Flowers - Wildflowers x1, Gravestone x2",All day,All weather,Build,Dry,"Lots of dirt, Construction, Exercise, Slender objects, Luxury, Dry flavors",No,Bone Keeper Pokémon,Befriend by building habitat: Grave with flowers (Rare),https://www.serebii.net/pokemonpokopia/pokedex/marowak.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #034,Main,34,236,Tyrogue,Tyrogue,,Tyrogue,Fighting,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Training waterfall,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Training Waterfall - Seat (any) x1, Water x2, Waterfall x1",All day,All weather,Trade,Bright,"Exercise, Group Activities, Fabric, Stone stuff, Round stuff, Spicy flavors",No,Scuffle Pokémon,Befriend by building habitat: Training waterfall (Common),https://www.serebii.net/pokemonpokopia/pokedex/tyrogue.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #035,Main,35,106,Hitmonlee,Hitmonlee,,Hitmonlee,Fighting,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Urgent Care,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Urgent Care - Seat (any) x1, Table (any) x1, First Aid Kit x1",All day,All weather,Trade,Bright,"Exercise, Group Activities, Fabric, Stone stuff, Round stuff, Spicy flavors",No,Kicking Pokémon,Befriend by building habitat: Urgent Care (Common),https://www.serebii.net/pokemonpokopia/pokedex/hitmonlee.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #036,Main,36,107,Hitmonchan,Hitmonchan,,Hitmonchan,Fighting,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Exercise resting spot,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Exercise Resting Spot - Punching Bag x1, Seat (any) x1",All day,All weather,Trade,Bright,"Exercise, Group Activities, Fabric, Stone stuff, Round stuff, Sweet flavors",No,Punching Pokémon,Befriend by building habitat: Exercise resting spot (Common),https://www.serebii.net/pokemonpokopia/pokedex/hitmonchan.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #037,Main,37,237,Hitmontop,Hitmontop,,Hitmontop,Fighting,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Gym first aid,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Gym First Aid - Table (any) x1, Punching Bag x1, First Aid Kit x1",All day,All weather,Trade,Bright,"Exercise, Group Activities, Fabric, Stone stuff, Round stuff, Sweet flavors",No,Handstand Pokémon,Befriend by building habitat: Gym first aid (Common),https://www.serebii.net/pokemonpokopia/pokedex/hitmontop.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #038,Main,38,109,Koffing,Koffing,,Koffing,Poison,,Palette Town; Cloud Island,Trash collection site,"Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Trash Collection Site - Waste Bin (any) x1, Sign (any) x1, Garbage Bags x1 (Palette Town Only)",All day,All weather,Recycle,Dark,"Garbage, Gatherings, Complicated stuff, Soft stuff, Wobbly stuff, Bitter flavors",No,Poison Gas Pokémon,Befriend by building habitat: Trash collection site (Common),https://www.serebii.net/pokemonpokopia/pokedex/koffing.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #039,Main,39,110,Weezing,Weezing,,Weezing,Poison,,Palette Town; Cloud Island,Good old-fashioned antiques | Trash collection site,"Palette Town, Cloud Island | Palette Town, Cloud Island",Common | Rare,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Good Old-fashioned Antiques - Antique Closet x1, Antique Bed x1, Antique Dresser x1, Antique Chair x1 (Palette Town Only) | Trash Collection Site - Waste Bin (any) x1, Sign (any) x1, Garbage Bags x1",All day,All weather,Recycle,Dark,"Garbage, Gatherings, Complicated stuff, Soft stuff, Wobbly stuff, Bitter flavors",No,Poison Gas Pokémon,Befriend by building habitat: Good old-fashioned antiques (Common); Trash collection site (Rare),https://www.serebii.net/pokemonpokopia/pokedex/weezing.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #040,Main,40,114,Tangela,Tangela,,Tangela,Grass,,Palette Town; Cloud Island,Nothin' but Poke Balls,"Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Nothin' but Poké Balls - Poké Ball Sofa x1, Poké Ball Bed x1, Poké Ball Table x1, Poké Ball Light x1 (Palette Town Only)",All day,All weather,"Grow, Litter",Bright,"Lots of nature, Lots of water, Gatherings, Pretty flowers, Slender objects, Sour flavors",No,Vine Pokémon,Befriend by building habitat: Nothin' but Poke Balls (Common),https://www.serebii.net/pokemonpokopia/pokedex/tangela.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #041,Main,41,465,Tangrowth,Tangrowth,,Tangrowth,Grass,,Cloud Island,Bench with greenery,Cloud Island,Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Bench with Greenery - Hedge (any) x2, Seat (any) x1 (Cloud Island Only)",All day,All weather,"Grow, Litter",Humid,"Lots of nature, Lots of water, Gatherings, Pretty flowers, Watching stuff, Bitter flavors",No,Vine Pokémon,Befriend by building habitat: Bench with greenery (Common),https://www.serebii.net/pokemonpokopia/pokedex/tangrowth.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #042,Main,42,123,Scyther,Scyther,,Scyther,Bug,Flying,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Tree-shaded tall grass,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Tree-shaded Tall Grass - Large Tree (any) x1, Tall Grass x4",All day,All weather,Chop,Bright,"Lots of nature, Nice breezes, Wooden stuff, Sharp stuff, Exercise, Spicy flavors",No,Mantis Pokémon,Befriend by building habitat: Tree-shaded tall grass (Common),https://www.serebii.net/pokemonpokopia/pokedex/scyther.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #043,Main,43,212,Scizor,Scizor,,Scizor,Bug,Steel,Palette Town; Cloud Island,Tree-shaded tall grass,"Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Tree-shaded Tall Grass - Large Tree (any) x1, Tall Grass x4  (Palette Town Only)",All day,All weather,Chop,Bright,"Lots of nature, Metal stuff, Wooden stuff, Hard stuff, Exercise, Bitter flavors",No,Pincer Pokémon,Befriend by building habitat: Tree-shaded tall grass (Common),https://www.serebii.net/pokemonpokopia/pokedex/scizor.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #044,Main,44,127,Pinsir,Pinsir,,Pinsir,Bug,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Tree-shaded tall grass,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Tree-shaded Tall Grass - Large Tree (any) x1, Tall Grass x4",All day,All weather,"Chop, Build",Bright,"Lots of nature, Wooden stuff, Pretty flowers, Sharp stuff, Exercise, Spicy flavors",No,Stagbeetle Pokémon,Befriend by building habitat: Tree-shaded tall grass (Rare),https://www.serebii.net/pokemonpokopia/pokedex/pinsir.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #045,Main,45,129,Magikarp,Magikarp,,Magikarp,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Ocean fishing spot,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Ocean Fishing Spot - Fishing Rod x1, Seat (any) x1, Ocean Water x1",All day,All weather,???,Humid,"Lots of water, Ocean vibes, Group Activities, Rides, Wobbly stuff, Sweet flavors",Underwater capable,Fish Pokémon,Befriend by building habitat: Ocean fishing spot (Common),https://www.serebii.net/pokemonpokopia/pokedex/magikarp.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #046,Main,46,130,Gyarados,Gyarados,,Gyarados,Water,Flying,Sparkling Skylands; Cloud Island,Illuminated waterfall,"Sparkling Skylands, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Illuminated Waterfall - Stepping Stones x3, Torch x2, Water x3, Watefall x1",All day,All weather,Water,Humid,"Lots of water, Ocean vibes, Nice breezes, Cleanliness, Slender objects, Spicy flavors",Underwater capable,Atrocious Pokémon,Befriend by building habitat: Illuminated waterfall (Common),https://www.serebii.net/pokemonpokopia/pokedex/gyarados.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #047,Main,47,132,Ditto,Ditto,,Ditto,Normal,,,,,,,,N/A,N/A,N/A,Transform,Bright,None,Underwater capable,Transform Pokémon,Player character (Ditto); registered in the Pokédex automatically (Nintendo Life lists habitat N/A).,https://www.serebii.net/pokemonpokopia/pokedex/ditto.shtml | https://www.nintendolife.com/guides/pokemon-pokopia-complete-pokedex-all-pokemon-habitats
Main #048,Main,48,163,Hoothoot,Hoothoot,,Hoothoot,Normal,Flying,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Elevated tall grass | Pretty flower bed | Gently lit bed,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common | Common | Common,Night | Night | Night,Sun/Cloud/Rain | Sun/Cloud/Rain | Sun/Cloud/Rain,"Pretty Flower Bed - Wildflowers x4 | Elevated Tall Grass - Tall Grass x4, High-up Location | Gently Lit Bed - Bed (any) x1, Table (any) x1, Slender Candle x1",Nighttime,All weather,"Trade, Fly",Dark,"Soft stuff, Nice breezes, Fabric, Wobbly stuff, Watching stuff, Dry flavors",No,Owl Pokémon,Befriend by building habitat: Elevated tall grass (Common); Pretty flower bed (Common); Gently lit bed (Common). Restrictions: Elevated tall grass [time: Night]; Pretty flower bed [time: Night]; Gently lit bed [time: Night],https://www.serebii.net/pokemonpokopia/pokedex/hoothoot.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #049,Main,49,164,Noctowl,Noctowl,,Noctowl,Normal,Flying,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Elevated tall grass | Gently lit bed,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare | Rare,Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Gently Lit Bed - Bed (any) x1, Table (any) x1, Slender Candle x1 | Elevated Tall Grass - Tall Grass x4, High-up Location",Nighttime,All weather,"Trade, Fly",Dark,"Soft stuff, Nice breezes, Letters and words, Containers, Watching stuff, Dry flavors",No,Owl Pokémon,Befriend by building habitat: Elevated tall grass (Rare); Gently lit bed (Rare). Restrictions: Elevated tall grass [time: Night],https://www.serebii.net/pokemonpokopia/pokedex/noctowl.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #050,Main,50,214,Heracross,Heracross,,Heracross,Bug,Fighting,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Tree-shaded tall grass,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Tree-shaded Tall Grass - Large Tree (any) x1, Tall Grass x4",All day,All weather,"Chop, Build",Bright,"Lots of nature, Wooden stuff, Pretty flowers, Looks like food, Exercise, Sweet flavors",No,Singlehorn Pokémon,Befriend by building habitat: Tree-shaded tall grass (Rare),https://www.serebii.net/pokemonpokopia/pokedex/heracross.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #051,Main,51,313,Volbeat,Volbeat,,Volbeat,Bug,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Hydrated flower bed,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Hydrated Flower Bed - Wildflowers x4, Water x2",All day,All weather,Hype,Dark,"Lots of nature, Wooden stuff, Shiny stuff, Cute stuff, Group Activities, Sweet flavors",No,Firefly Pokémon,Befriend by building habitat: Hydrated flower bed (Rare),https://www.serebii.net/pokemonpokopia/pokedex/volbeat.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #052,Main,52,314,Illumise,Illumise,,Illumise,Bug,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Hydrated flower bed,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Hydrated Flower Bed - Wildflowers x4, Water x2",All day,All weather,Hype,Dark,"Lots of nature, Wooden stuff, Shiny stuff, Cute stuff, Group Activities, Sour flavors",No,Firefly Pokémon,Befriend by building habitat: Hydrated flower bed (Rare),https://www.serebii.net/pokemonpokopia/pokedex/illumise.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #053,Main,53,316,Gulpin,Gulpin,,Gulpin,Poison,,Withered Wastelands; Cloud Island,Tantalizing dining set,"Withered Wastelands, Cloud Island",,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Tantalizing Dining Set - Seat (any) x1, Table (any) x1, Plated Food x1",All day,All weather,Storage,Humid,"Cute stuff, Looks like food, Round stuff, Containers, Colorful stuff, Spicy flavors",No,Stomach Pokémon,Befriend by building habitat: Tantalizing dining set,https://www.serebii.net/pokemonpokopia/pokedex/gulpin.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
